seed,horizon_frames,method,field,band,n_low,n_high,power_ratio,truth_power_weighted_transfer_coherence
1701,8,direct,Pe,k4_5,20,25,0.08694109893951525,0.004338907215662517
1701,8,direct,Pi,k4_5,20,25,0.08318778011530732,0.004650561988838568
1701,8,direct,phi,k4_5,20,25,0.13799537382600904,0.0028345649084145644
1701,8,direct,Vi,k4_5,20,25,0.2278213449734798,0.00025531834449602517
1701,8,direct,Ne,k6_7,30,35,0.16798436130128228,0.00044902604274578856
1701,8,direct,Pe,k6_7,30,35,0.14624639350130622,0.0007665634390814998
1701,8,direct,Pi,k6_7,30,35,0.13502437401728143,0.0005356347748190968
1701,8,direct,phi,k6_7,30,35,0.28074658477822,0.0007081019871212522
1701,8,direct,Vi,k6_7,30,35,0.23917670131249805,0.00014822545895204223
1702,8,direct,Ne,k1_3,5,15,0.19720680797746507,0.0022013998098398962
1702,8,direct,Pe,k1_3,5,15,0.17069309887224718,0.0029581383914080175
1702,8,direct,Pi,k1_3,5,15,0.13400284488053316,0.0004798684003275167
1702,8,direct,phi,k1_3,5,15,0.262784037315081,0.026892974095938677
1702,8,direct,Vi,k1_3,5,15,0.13063387300404056,0.0019035445016830504
1702,8,direct,Ne,k4_5,20,25,0.12309788692370956,0.0029145182377043792
1702,8,direct,Pe,k4_5,20,25,0.0793671821688323,0.007242328193986368
1702,8,direct,Pi,k4_5,20,25,0.06462803042495088,0.006330557015142367
1702,8,direct,phi,k4_5,20,25,0.13345994925344137,0.002221675085355624
1702,8,direct,Vi,k4_5,20,25,0.21504932261953696,0.00047352235778011016
1702,8,direct,Ne,k6_7,30,35,0.18477987460705472,0.0011216050485536358
1702,8,direct,Pe,k6_7,30,35,0.12626653337936916,0.00024804893341957005
1702,8,direct,Pi,k6_7,30,35,0.10774037699531734,0.0002879482129114406
1702,8,direct,phi,k6_7,30,35,0.25655543698368494,0.0003028149722352981
1702,8,direct,Vi,k6_7,30,35,0.21478908832278368,6.472665708991396e-05
1703,8,direct,Ne,k1_3,5,15,0.21239722505918915,0.002087536051640844
1703,8,direct,Pe,k1_3,5,15,0.18678198134103718,0.003570029811319364
1703,8,direct,Pi,k1_3,5,15,0.14969374744761088,0.0015665881014737607
1703,8,direct,phi,k1_3,5,15,0.2535328578314151,0.02359263035442017
1703,8,direct,Vi,k1_3,5,15,0.12313720091140688,0.004689784516253234
1703,8,direct,Ne,k4_5,20,25,0.1506945572880499,0.004865933710061346
1703,8,direct,Pe,k4_5,20,25,0.07722674293886739,0.00843850337330743
1703,8,direct,Pi,k4_5,20,25,0.06917884305357687,0.0088888278665746
1703,8,direct,phi,k4_5,20,25,0.1312502500453416,0.002359246126467047
1703,8,direct,Vi,k4_5,20,25,0.17152695674160823,0.00028766340782537754
1703,8,direct,Ne,k6_7,30,35,0.19005181702295545,0.0001892000681986913
1703,8,direct,Pe,k6_7,30,35,0.14329609171652885,0.000860298614885785
1703,8,direct,Pi,k6_7,30,35,0.12446141894541031,0.000599175934628415
1703,8,direct,phi,k6_7,30,35,0.2596215519011017,0.0006085275814288023
1703,8,direct,Vi,k6_7,30,35,0.19415217218308725,6.786977339392263e-05
